persona_id,community,population,social_vulnerability_score,access_to_resources,question_id,option1,option2,priority_choice,ordered_pair
P110,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P110,Community 3,20000,0.2,2,Q028,Repair Water Residential in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 2']"
P110,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P110,Community 3,20000,0.2,2,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P110,Community 3,20000,0.2,2,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 3']"
P110,Community 3,20000,0.2,2,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
P110,Community 3,20000,0.2,2,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P110,Community 3,20000,0.2,2,Q012,Repair Power Residential in Community 1,Repair Water Commercial in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Commercial in Community 2']"
P111,Community 1,5000,0.7,0,Q025,Repair Power Residential in Community 2,Repair Power Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Power Residential in Community 2']"
P111,Community 1,5000,0.7,0,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P111,Community 1,5000,0.7,0,Q032,Repair Water Commercial in Community 2,Repair Power Residential in Community 3,Repair Water Commercial in Community 2,"['Repair Water Commercial in Community 2', 'Repair Power Residential in Community 3']"
P111,Community 1,5000,0.7,0,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water School in Community 3']"
P111,Community 1,5000,0.7,0,Q027,Repair Water Residential in Community 2,Repair Water Commercial in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Commercial in Community 2']"
P111,Community 1,5000,0.7,0,Q017,Repair Water Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Water Residential in Community 1']"
P111,Community 1,5000,0.7,0,Q023,Repair Power Residential in Community 2,Repair Water Commercial in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Commercial in Community 2']"
P111,Community 1,5000,0.7,0,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P111,Community 1,5000,0.7,0,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
P111,Community 1,5000,0.7,0,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P112,Community 3,20000,0.2,2,Q014,Repair Power Residential in Community 1,Repair Power Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Power Residential in Community 3']"
P112,Community 3,20000,0.2,2,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P112,Community 3,20000,0.2,2,Q018,Repair Water Residential in Community 1,Repair Water Commercial in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Water Commercial in Community 2']"
P112,Community 3,20000,0.2,2,Q016,Repair Water Residential in Community 1,Repair Power Residential in Community 2,Repair Water Residential in Community 1,"['Repair Water Residential in Community 1', 'Repair Power Residential in Community 2']"
P112,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 1']"
P112,Community 3,20000,0.2,2,Q015,Repair Power Residential in Community 1,Repair Water Residential in Community 3,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 3']"
P112,Community 3,20000,0.2,2,Q007,Repair Water School in Community 1,Repair Power Residential in Community 3,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 3']"
P112,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P112,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P112,Community 3,20000,0.2,2,Q035,Repair Water School in Community 3,Repair Water Residential in Community 3,Repair Water Residential in Community 3,"['Repair Water Residential in Community 3', 'Repair Water School in Community 3']"
P113,Community 3,20000,0.2,2,Q024,Repair Power Residential in Community 2,Repair Water School in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water School in Community 3']"
P113,Community 3,20000,0.2,2,Q026,Repair Power Residential in Community 2,Repair Water Residential in Community 3,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Water Residential in Community 3']"
P113,Community 3,20000,0.2,2,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P113,Community 3,20000,0.2,2,Q013,Repair Power Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 1']"
P113,Community 3,20000,0.2,2,Q011,Repair Power Residential in Community 1,Repair Water Residential in Community 2,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 2']"
P113,Community 3,20000,0.2,2,Q019,Repair Water Residential in Community 1,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Residential in Community 1']"
P113,Community 3,20000,0.2,2,Q036,Repair Power Residential in Community 3,Repair Water Residential in Community 3,Repair Power Residential in Community 3,"['Repair Power Residential in Community 3', 'Repair Water Residential in Community 3']"
P113,Community 3,20000,0.2,2,Q009,Repair Power Residential in Community 1,Repair Water Residential in Community 1,Repair Power Residential in Community 1,"['Repair Power Residential in Community 1', 'Repair Water Residential in Community 1']"
P113,Community 3,20000,0.2,2,Q031,Repair Water Commercial in Community 2,Repair Water School in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Water Commercial in Community 2']"
P113,Community 3,20000,0.2,2,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P114,Community 1,5000,0.7,0,Q022,Repair Power Residential in Community 2,Repair Water Residential in Community 2,Repair Water Residential in Community 2,"['Repair Water Residential in Community 2', 'Repair Power Residential in Community 2']"
P114,Community 1,5000,0.7,0,Q001,Repair Water School in Community 1,Repair Power Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 1']"
P114,Community 1,5000,0.7,0,Q004,Repair Water School in Community 1,Repair Water Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 2']"
P114,Community 1,5000,0.7,0,Q003,Repair Water School in Community 1,Repair Power Residential in Community 2,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Power Residential in Community 2']"
P114,Community 1,5000,0.7,0,Q034,Repair Water School in Community 3,Repair Power Residential in Community 3,Repair Water School in Community 3,"['Repair Water School in Community 3', 'Repair Power Residential in Community 3']"
P114,Community 1,5000,0.7,0,Q002,Repair Water School in Community 1,Repair Water Residential in Community 1,Repair Water School in Community 1,"['Repair Water School in Community 1', 'Repair Water Residential in Community 1']"
P114,Community 1,5000,0.7,0,Q010,Repair Power Residential in Community 1,Repair Power Residential in Community 2,Repair Power Residential in Community 2,"['Repair Power Residential in Community 2', 'Repair Power Residential in Community 1']"
